STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,BAnQ (Berri),Ville-Marie,45.51601387670667,-73.56291957199574,1732230145964,1732230473093
de Mentana / du Mont-Royal,Le Plateau-Mont-Royal,45.52694544540877,-73.58005285263062,St-André /  Cherrier,Le Plateau-Mont-Royal,45.52050169308784,-73.56770128011703,1732233883975,1732234189647
16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55293611277267,-73.56577143073082,Ernest-Gendreau / du Mont-Royal,Rosemont - La Petite-Patrie,45.549713734001415,-73.56384828686714,1732240269572,1732240931205
Aylwin / Ontario,Mercier - Hochelaga-Maisonneuve,45.544290485374304,-73.54523241519928,André-Laurendeau / Rachel,Rosemont - La Petite-Patrie,45.54303187243879,-73.56256484985352,1732207781199,1732208227986
Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),Côte-des-Neiges - Notre-Dame-de-Grâce,45.495537539518104,-73.6222583055769,Parc de la Confédération (Fielding / West Hill),Côte-des-Neiges - Notre-Dame-de-Grâce,45.471881993586074,-73.64002168178558,1732239893947,1732240664861
Mansfield / Ste-Catherine,Ville-Marie,45.50140664031126,-73.57165485620499,Ste-Catherine / Towers,Ville-Marie,45.49228068089086,-73.58096480369566,1732237045592,1732237329670
de Maisonneuve / Mansfield (sud),Ville-Marie,45.502053864057466,-73.57346534729004,St-André /  Cherrier,Le Plateau-Mont-Royal,45.52050169308784,-73.56770128011703,1732255594354,1732256267982
Mackay / René-Lévesque,Ville-Marie,45.49445745087875,-73.57411649085407,Mackay / René-Lévesque,Ville-Marie,45.49445745087875,-73.57411649085407,1732229917172,1732229944327
Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523026476635074,-73.60184043645859,Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.54640752148169,-73.63842844963074,1732231093533,1732232290391
McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,1732223016119,1732223445417
Place des Festivals (du Président-Kennedy / de Bleury),Ville-Marie,45.50764392965887,-73.56932401657104,St-Urbain / de la Gauchetière,Ville-Marie,45.50707812811467,-73.56139540672302,1732257424862,1732257683276
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,St-Urbain / de la Gauchetière,Ville-Marie,45.50707812811467,-73.56139540672302,1732217697041,1732217888522
de Bordeaux / Sherbrooke,Ville-Marie,45.529914321737415,-73.56302618980408,Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,1732228230863,1732229005831
Place des Festivals (du Président-Kennedy / de Bleury),Ville-Marie,45.50764392965887,-73.56932401657104,St-Hubert / René-Levesque,Ville-Marie,45.514481971650625,-73.5568732023239,1732238423242,1732238876196
de Maisonneuve / Mansfield (nord),Ville-Marie,45.502386079583346,-73.57333794236183,Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,1732244734205,1732245451567
1ère avenue / Rosemont,Rosemont - La Petite-Patrie,45.54779995287998,-73.58486741781235,5e avenue / Masson,Rosemont - La Petite-Patrie,45.54752382909683,-73.57513636350632,1732225939751,1732226124814
des Pins / Hutchison,Le Plateau-Mont-Royal,45.510800289485616,-73.57822090387344,des Érables / Rachel,Le Plateau-Mont-Royal,45.533313304815366,-73.56671154499054,1732244919881,1732245783692
Berri / Rachel,Le Plateau-Mont-Royal,45.52275023118295,-73.57724860310555,Berri / Cherrier,Le Plateau-Mont-Royal,45.519266156911335,-73.5692971944809,1732242156520,1732242522586
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056,1732234755515,1732235051073
Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),Ahuntsic-Cartierville,45.5534000891078,-73.66225451231003,Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.54640752148169,-73.63842844963074,1732219788034,1732220896416
William / St-Henri,Ville-Marie,45.49896591854122,-73.55703081942919,Ottawa / Peel,Le Sud-Ouest,45.49417217345992,-73.55937838554382,1732228769793,1732228973412
des Pins / Hutchison,Le Plateau-Mont-Royal,45.510800289485616,-73.57822090387344,Fabre / St-Zotique,Rosemont - La Petite-Patrie,45.543653916207866,-73.60126135876271,1732225044033,1732226788974
Place des Festivals (du Président-Kennedy / de Bleury),Ville-Marie,45.50764392965887,-73.56932401657104,Ste-Catherine / Sanguinet,Ville-Marie,45.512936177874096,-73.56124520301817,1732228943684,1732229295644
Wellington / Queen,Ville-Marie,45.49770377469073,-73.55534417554736,Jeanne-Mance / René-Lévesque,Ville-Marie,45.5063713381299,-73.5642009973526,1732233146121,1732233542908
du Mont-Royal / Augustin-Frigon,Rosemont - La Petite-Patrie,45.54355786336148,-73.56780052185059,Bourbonnière / du Mont-Royal,Rosemont - La Petite-Patrie,45.55358456339093,-73.56052905321121,1732219531551,1732219750525
Waverly / Beaumont,Rosemont - La Petite-Patrie,45.53118825986005,-73.61607760190964,de la Roche / Bélanger,Rosemont - La Petite-Patrie,45.54159135681213,-73.60757953489156,1732214291691,1732215153853
Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.53519006163501,-73.61548215150833,Lajeunesse / Villeray,Villeray—Saint-Michel—Parc-Extension,45.54218173507584,-73.62268656492233,1732238042992,1732239025166
des Pins / Hutchison,Le Plateau-Mont-Royal,45.510800289485616,-73.57822090387344,Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056,1732212476271,1732213153975
Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523026476635074,-73.60184043645859,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732234014474,1732234342615
Aylwin / Ontario,Mercier - Hochelaga-Maisonneuve,45.544290485374304,-73.54523241519928,des Érables / Rachel,Le Plateau-Mont-Royal,45.533313304815366,-73.56671154499054,1732241634103,1732242321615
McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,1732214120448,1732214610319
de Bordeaux / de Bellechasse,Rosemont - La Petite-Patrie,45.54325917626278,-73.59154611825943,Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056,1732259116130,1732259609498
Collège Ahuntsic (St-Hubert / Émile-Journault),Ahuntsic-Cartierville,45.55118940267553,-73.64060204476118,Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.54640752148169,-73.63842844963074,1732222910854,1732223425094
Métro Monk (Allard / Briand),Le Sud-Ouest,45.45133291842274,-73.59250903129578,Hamilton / Jolicoeur,Le Sud-Ouest,45.45670692115263,-73.59764814376831,1732229867544,1732230020451
CHSLD Joseph-François-Perrault (St-Michel / Everett),Villeray—Saint-Michel—Parc-Extension,45.55969734528566,-73.60145956277847,Boyer / Rosemont,Rosemont - La Petite-Patrie,45.53409866804061,-73.59553456306458,1732240463169,1732241430093
de Bordeaux / Masson,Le Plateau-Mont-Royal,45.539037937964046,-73.58252048492432,Laurier / de Bordeaux,Le Plateau-Mont-Royal,45.53725128371284,-73.57918381690979,1732244756327,1732244851568
Milton / Durocher,Le Plateau-Mont-Royal,45.508140959417744,-73.57492983341217,Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,1732212434226,1732213054209
Garnier / St-Grégoire,Le Plateau-Mont-Royal,45.5358215436799,-73.58710169792175,Alma / de Bellechasse,Rosemont - La Petite-Patrie,45.531034186281765,-73.60352754592896,1732251364210,1732251702299
Montcalm / Ontario,Ville-Marie,45.52110494530867,-73.56229394674301,Ste-Catherine / Sanguinet,Ville-Marie,45.512936177874096,-73.56124520301817,1732209553894,1732210171248
Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732228748481,1732228978881
de Gaspé / St-Viateur,Le Plateau-Mont-Royal,45.527672646696104,-73.59738260507582,Bloomfield / Bernard,Outremont,45.520338193708305,-73.60775470733641,1732213128324,1732213407033
Robert-Bourassa / St-Maurice,Ville-Marie,45.49837045828952,-73.56055587530136,Shearer / Centre,Le Sud-Ouest,45.4828250990486,-73.56206325352105,1732222972854,1732223906705
Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,St-André /  Cherrier,Le Plateau-Mont-Royal,45.52050169308784,-73.56770128011703,1732242452992,1732243262940
Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732218025766,1732218556307
Montcalm / Ontario,Ville-Marie,45.52110494530867,-73.56229394674301,Laurier / de Bordeaux,Le Plateau-Mont-Royal,45.53725128371284,-73.57918381690979,1732226741664,1732227317933
de l'Esplanade  / Fairmount,Le Plateau-Mont-Royal,45.521484558655224,-73.59684884548187,Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,1732242867780,1732243263602
de Gaspé / St-Viateur,Le Plateau-Mont-Royal,45.527672646696104,-73.59738260507582,Laurier / de Bordeaux,Le Plateau-Mont-Royal,45.53725128371284,-73.57918381690979,1732233418525,1732233922987
6e avenue / Wellington,Verdun,45.45542715196195,-73.56789708137512,Métro de l'Église (Ross / de l'Église),Verdun,45.4628312022419,-73.56593772768973,1732253023901,1732253255989
Guy / Barré,Le Sud-Ouest,45.4897009285845,-73.56628775596619,St-Jacques / Richmond,Le Sud-Ouest,45.4906636488045,-73.57080727815628,1732208730626,1732208860777
Ryde / Charlevoix,Le Sud-Ouest,45.4757434,-73.5646007,Turgeon / Notre-Dame,Le Sud-Ouest,45.478888528072076,-73.58198940753937,1732227863391,1732228331777
Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732224389890,1732225048021
Clark / St-Viateur,Le Plateau-Mont-Royal,45.5251943015533,-73.59935637563467,Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735,1732223201566,1732223516594
Clark / St-Viateur,Le Plateau-Mont-Royal,45.5251943015533,-73.59935637563467,Cartier / St-Joseph,Le Plateau-Mont-Royal,45.53582823686429,-73.57869029045105,1732242394392,1732242850031
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,St-André / Ontario,Ville-Marie,45.51889,-73.56353,1732225546311,1732226130909
Henri-Julien / Laurier,Le Plateau-Mont-Royal,45.52574657625029,-73.59033644199371,des Érables / Rachel,Le Plateau-Mont-Royal,45.533313304815366,-73.56671154499054,1732243297939,1732244192895
Mozart / Drolet,Rosemont - La Petite-Patrie,45.536325056800145,-73.61286163330078,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732246806207,1732247639121
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),Côte-des-Neiges - Notre-Dame-de-Grâce,45.491513,-73.633649,Parc de la Confédération (Fielding / West Hill),Côte-des-Neiges - Notre-Dame-de-Grâce,45.471881993586074,-73.64002168178558,1732224849051,1732225473867
Montcalm / Ontario,Ville-Marie,45.52110494530867,-73.56229394674301,Ste-Catherine / Sanguinet,Ville-Marie,45.512936177874096,-73.56124520301817,1732219671656,1732219989806
de Gaspé / St-Viateur,Le Plateau-Mont-Royal,45.527672646696104,-73.59738260507582,d'Orléans / Masson,Rosemont - La Petite-Patrie,45.557192,-73.569847,1732243521423,1732245443711
Montcalm / Ontario,Ville-Marie,45.52110494530867,-73.56229394674301,Ste-Catherine / Drummond,Ville-Marie,45.498488900657,-73.57436656951904,1732228712020,1732230169291
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,1732237933372,1732238435365
Guy / Barré,Le Sud-Ouest,45.4897009285845,-73.56628775596619,Turgeon / Notre-Dame,Le Sud-Ouest,45.478888528072076,-73.58198940753937,1732233748872,1732234253281
Milton / Durocher,Le Plateau-Mont-Royal,45.508140959417744,-73.57492983341217,Parc Hilda-Ramacière (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.51562131982338,-73.57212960720062,1732221131597,1732221711224
Joseph-Manseau / René-Levesque,Ville-Marie,45.491686521008035,-73.57682347297668,St-Jacques / Richmond,Le Sud-Ouest,45.4906636488045,-73.57080727815628,1732212330498,1732212493006
Berri / Gilford,Le Plateau-Mont-Royal,45.52677632748293,-73.58606100082396,Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,1732225981964,1732229766699
Boyer / St-Zotique,Rosemont - La Petite-Patrie,45.53866220045916,-73.60580742359161,Fabre / St-Zotique,Rosemont - La Petite-Patrie,45.543653916207866,-73.60126135876271,1732248220493,1732248467652
Rielle / Wellington,Verdun,45.460153213707464,-73.56707096099854,6e avenue / Wellington,Verdun,45.45542715196195,-73.56789708137512,1732227886108,1732228017066
St-Viateur / Casgrain,Le Plateau-Mont-Royal,45.52707134397896,-73.5979351401329,de la Roche / Bélanger,Rosemont - La Petite-Patrie,45.54159135681213,-73.60757953489156,1732225070086,1732225649225
