STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Lincoln / du Fort,Ville-Marie,45.49306511863136,-73.58382672071457,Peel / Ottawa,Le Sud-Ouest,45.49419955357054,-73.55998456478119,1720971622560,1720972197053
Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.53519006163501,-73.61548215150833,Louis-Hébert / St-Zotique,Rosemont - La Petite-Patrie,45.55001,-73.59576,1720969878176,1720970692176
16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55293611277267,-73.56577143073082,Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,1720961656557,1720962074418
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,de Maisonneuve / Fullum,Ville-Marie,45.52797141659334,-73.54948371648788,1720973524983,1720973947802
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53221791147474,-73.57543140649796,1720973010574,1720973097071
Parc Jean-Drapeau (Chemin Macdonald),Ville-Marie,45.512470265414784,-73.53212228978008,Parc Jean-Drapeau (Chemin Macdonald),Ville-Marie,45.512470265414784,-73.53212228978008,1720958424906,1720960587745
Parc Jean-Drapeau (Chemin Macdonald),Ville-Marie,45.512470265414784,-73.53212228978008,Parc Jean-Drapeau (Chemin Macdonald),Ville-Marie,45.512470265414784,-73.53212228978008,1720970298387,1720971381804
Benny / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4648769981855,-73.62659722566605,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),Côte-des-Neiges - Notre-Dame-de-Grâce,45.45750908083069,-73.6394852399826,1720969872895,1720970262338
des Pins / St-Laurent,Le Plateau-Mont-Royal,45.51522812881499,-73.5750961303711,de Maisonneuve / Aylmer (ouest),Ville-Marie,45.505173440423306,-73.5706517100334,1720969980669,1720970544776
Milton / University,Le Plateau-Mont-Royal,45.50651983995355,-73.57640504837036,McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,1720968795568,1720968972301
St-André / Cherrier,Le Plateau-Mont-Royal,45.52051578783967,-73.567695915699,Roy/St-André,Le Plateau-Mont-Royal,45.52161742271569,-73.57037329677041,1720966637931,1720968439912
de Mentana / du Mont-Royal,Le Plateau-Mont-Royal,45.52694544540877,-73.58005285263062,Logan / de Champlain,Ville-Marie,45.5231943285584,-73.55584256350994,1720970941740,1720971477439
de Bordeaux / de Bellechasse,Rosemont - La Petite-Patrie,45.54325917626278,-73.59154611825943,Peel / Ottawa,Le Sud-Ouest,45.49419955357054,-73.55998456478119,1720967677932,1720969791528
St-Denis / Ste-Catherine,Ville-Marie,45.51372291221464,-73.5603104531765,Roy/St-André,Le Plateau-Mont-Royal,45.52161742271569,-73.57037329677041,1720960771255,1720961076163
Gary-Carter / St-Laurent,Villeray—Saint-Michel—Parc-Extension,45.53613488953656,-73.62258464097977,Métro Parc  (Hutchison / Ogilvy),Villeray—Saint-Michel—Parc-Extension,45.53035130173597,-73.6243924498558,1720960258524,1720961202370
16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55293611277267,-73.56577143073082,Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,1720961642961,1720962085117
de Bordeaux / de Bellechasse,Rosemont - La Petite-Patrie,45.54325917626278,-73.59154611825943,Coloniale / Duluth,Le Plateau-Mont-Royal,45.51786873150825,-73.57842743396758,1720969143105,1720970268681
McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,1720973153955,1720973179637
Parc Jean-Drapeau (Chemin Macdonald),Ville-Marie,45.512470265414784,-73.53212228978008,Ropery / Augustin-Cantin,Le Sud-Ouest,45.48097552629275,-73.56863468885422,1720969962815,1720971759943
des Pins / Hutchison,Le Plateau-Mont-Royal,45.510800289485616,-73.57822090387344,des Pins / Hutchison,Le Plateau-Mont-Royal,45.510800289485616,-73.57822090387344,1720972608834,1720972822941
