STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515132275425785,-73.58105599880219,Rachel / de Brébeuf,Le Plateau-Mont-Royal,45.526911494644025,-73.5727014299664,1730856373780,1730857468478
Parc du Pélican (1ere Ave / Masson),Rosemont - La Petite-Patrie,45.54518840394769,-73.57644259929657,des Érables / Bélanger,Rosemont - La Petite-Patrie,45.54912085535069,-73.60087350010872,1726742925018,1726743493440
Bélanger / St-Denis,Rosemont - La Petite-Patrie,45.53696,-73.61199,Drolet / Beaubien,Rosemont - La Petite-Patrie,45.533348,-73.605834,1726765172016,1726766703892
Drummond / des-Canadiens-de-Montréal,Ville-Marie,45.49676067752141,-73.57027635600843,Hutchison / Prince-Arthur,Le Plateau-Mont-Royal,45.50975858607626,-73.57610732316971,1726755615797,1726756316169
St-Ambroise / Louis-Cyr,Le Sud-Ouest,45.47519326260791,-73.58094334602356,Marché Atwater,Le Sud-Ouest,45.48020822800015,-73.57759863138199,1726762773917,1726763006683
Édouard-Montpetit / de Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50737888711866,-73.61485987901688,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Côte-des-Neiges - Notre-Dame-de-Grâce,45.50363996257211,-73.6182689666748,1726765395433,1726765854075
Notre-Dame-de-Grâce / Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,45.477332647079656,-73.61529976129532,Vendôme / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.47572835143987,-73.60694468021393,1726765932613,1726766084176
des Érables / Dandurand,Rosemont - La Petite-Patrie,45.54136064451518,-73.58398067957751,Clark / de l'Arcade,Le Plateau-Mont-Royal,45.527371996141,-73.60398352146149,1726747230751,1726747844968
St-André / Ste-Catherine,Ville-Marie,45.516297540849614,-73.55801045894623,Métro Frontenac (Ontario / du Havre),Ville-Marie,45.533705987798946,-73.55217933654784,1726763065566,1726763955844
Édouard-Montpetit / de Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50737888711866,-73.61485987901688,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523026476635074,-73.60184043645859,1726760888846,1726761348715
de Lanaudière / Marie-Anne,Le Plateau-Mont-Royal,45.52932643090091,-73.57480645179749,Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52423612093815,-73.58155220746994,1726749733740,1726750009278
Bloomfield / Bernard,Outremont,45.520338193708305,-73.60775470733641,Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515132275425785,-73.58105599880219,1724417032392,1724417609907
de la Montagne / Notre-Dame,Le Sud-Ouest,45.492913379064625,-73.5646878182888,St-Patrick / Briand,Le Sud-Ouest,45.46366064035559,-73.59586715698242,1724411564460,1724412471664
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523026476635074,-73.60184043645859,1724423804135,1724424493074
Métro Plamondon (de Kent / Victoria),Côte-des-Neiges - Notre-Dame-de-Grâce,45.494686752797904,-73.63871866467889,Métro Plamondon (de Kent / Victoria),Côte-des-Neiges - Notre-Dame-de-Grâce,45.494686752797904,-73.63871866467889,1724634909107,1724635077331
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.47039991066639,-73.56551858292733,Berlioz / de l'Île des Soeurs,Verdun,45.45998577640931,-73.54395568370819,1724627098386,1724628088941
Métro Frontenac (Ontario / du Havre),Ville-Marie,45.533705987798946,-73.55217933654784,Métro Frontenac (Ontario / du Havre),Ville-Marie,45.533705987798946,-73.55217933654784,1724635580205,1724640685035
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.47039991066639,-73.56551858292733,Berlioz / de l'Île des Soeurs,Verdun,45.45998577640931,-73.54395568370819,1724626905135,1724628064375
Métro Lasalle (de Rushbrooke / Caisse),Verdun,45.47039991066639,-73.56551858292733,Wellington / de l'Église,Verdun,45.463112645131076,-73.56705610964127,1724620584349,1724620744546
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.467665653865964,-73.59391784324544,Benny / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4648769981855,-73.62659722566605,1724605739731,1724607002756
Wellington / Gordon,Verdun,45.46115406449117,-73.56709241867065,Natatorium (LaSalle / Rolland),Verdun,45.4443505862464,-73.57542979723802,1724616365626,1724616768290
La Fontaine / Alexandre-de-Sève,Ville-Marie,45.52330366033427,-73.55799973011017,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,1724618358656,1724618893585
Guy / Barré,Le Sud-Ouest,45.4897009285845,-73.56628775596619,Richardson / Montmorency,Le Sud-Ouest,45.484966061164755,-73.56032252311707,1724629646443,1724630069504
Métro de Castelnau (de Castelnau / St-Laurent),Villeray—Saint-Michel—Parc-Extension,45.53552563367942,-73.61981123685837,Marquette / des Carrières,Rosemont - La Petite-Patrie,45.53859456744162,-73.58865737915039,1726748179559,1726748994303
Graham / Brookfield,Mont-Royal,45.52022241072457,-73.62985610961914,Campus MIL (Outremont / Thérèse-Lavoie Roux),Outremont,45.52299546956007,-73.61822873353958,1726754845702,1726755279489
de L'Esplanade  / Fairmount,Le Plateau-Mont-Royal,45.521484558655224,-73.59684884548187,du President-Kennedy / Union,Ville-Marie,45.505102242483595,-73.57187882065773,1726746106412,1726746767836
Workman / Vinet,Le Sud-Ouest,45.483788863965174,-73.5750612616539,Richardson / Montmorency,Le Sud-Ouest,45.484966061164755,-73.56032252311707,1726760777834,1726761303251
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),Côte-des-Neiges - Notre-Dame-de-Grâce,45.491513,-73.633649,de la Peltrie / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.49974663042742,-73.63019943237305,1726742301667,1726742652728
Clark / St-Viateur,Le Plateau-Mont-Royal,45.5251943015533,-73.59935637563467,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Côte-des-Neiges - Notre-Dame-de-Grâce,45.50363996257211,-73.6182689666748,1726748796192,1726749379255
Dollard / Bernard,Outremont,45.51678269880724,-73.61142262816429,Robert-Bourassa / St-Maurice,Ville-Marie,45.49837045828952,-73.56055587530136,1726747108967,1726748443133
de l'Hôtel-de-Ville / Ste-Catherine,Ville-Marie,45.51166045593874,-73.56213569641113,Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51044465753362,-73.5755842924118,1726756305748,1726756701427
du Parc-La Fontaine / Duluth,Le Plateau-Mont-Royal,45.52451761488783,-73.57197672128677,Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,1726747827796,1726748295900
Drolet / Gounod,Villeray—Saint-Michel—Parc-Extension,45.54095134225734,-73.62637460231781,Lajeunesse / de Liège,Villeray—Saint-Michel—Parc-Extension,45.54566376066234,-73.63510044919167,1726757176320,1726757431109
de l'Hôtel-de-Ville / Ste-Catherine,Ville-Marie,45.51166045593874,-73.56213569641113,Guy / Sainte-Catherine,Ville-Marie,45.49497512853125,-73.57777043248461,1726759686838,1726760558999
Bishop / Ste-Catherine,Ville-Marie,45.496597761984034,-73.57650284979172,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,1726765037691,1726765922249
Milton / Durocher,Le Plateau-Mont-Royal,45.508140959417744,-73.57492983341217,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,1726753273899,1726753673152
Marie-Anne / de Lorimier,Le Plateau-Mont-Royal,45.534028402081844,-73.57024937868117,Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52423612093815,-73.58155220746994,1724426989208,1724427308555
St-André / Ste-Catherine,Ville-Marie,45.516297540849614,-73.55801045894623,Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,1724637575144,1724638056264
Berri / Gilford,Le Plateau-Mont-Royal,45.52677632748293,-73.58606100082396,Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.53711414,-73.5710031,1724615075357,1724615568701
Édouard-Montpetit / de Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50737888711866,-73.61485987901688,de la Peltrie / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.49974663042742,-73.63019943237305,1724626378061,1724626675621
Notre-Dame / St-Martin,Le Sud-Ouest,45.48830194643546,-73.56871783733366,Smith / Peel,Le Sud-Ouest,45.49276061084002,-73.55641052126883,1730852921089,1730853363056
Calixa-Lavallée / Rachel 2,Le Plateau-Mont-Royal,45.52783105277898,-73.57195928692818,University / des Pins,Ville-Marie,45.50802525900976,-73.57988489795387,1730845921625,1730846826310
Stanley / Sherbrooke,Ville-Marie,45.50105732321463,-73.57722634080346,Dollard / Bernard,Outremont,45.51678269880724,-73.61142262816429,1730838844417,1730839942218
Union / René-Lévesque,Ville-Marie,45.50235036136798,-73.56658279895781,Chomedey / de Maisonneuve,Ville-Marie,45.491750449903954,-73.58394473791122,1730844823790,1730845899495
15e avenue / Laurier,Rosemont - La Petite-Patrie,45.55331992800521,-73.56932803988457,Cartier / Marie-Anne,Le Plateau-Mont-Royal,45.53280412806031,-73.57190161943436,1730841381832,1730842075368
Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056,de la Commune / King,Ville-Marie,45.49750375338383,-73.55284452438353,1730832147283,1730833403568
15e avenue / Laurier,Rosemont - La Petite-Patrie,45.55331992800521,-73.56932803988457,Sherbrooke / Jeanne-d'Arc,Rosemont - La Petite-Patrie,45.55398156058887,-73.55496388156098,1730848231955,1730848715073
Parc Wilfrid-Bastien (Lacordaire / des Galets),Saint-Léonard,45.5864002,-73.5952181,Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,1726742776143,1726744595763
Dollard / Van Horne,Outremont,45.51887607468706,-73.6161071062088,Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault),Saint-Laurent,45.512843286755896,-73.67612421512604,1726746644192,1726747656731
McKenna / Édouard-Montpetit,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50116436275711,-73.62056359648705,Dollard / Bernard,Outremont,45.51678269880724,-73.61142262816429,1726748095342,1726748571882
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52423612093815,-73.58155220746994,St-Dominique / Rachel,Le Plateau-Mont-Royal,45.51861160491394,-73.58156056457119,1726750590803,1726750862841
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52423612093815,-73.58155220746994,St-Dominique / Rachel,Le Plateau-Mont-Royal,45.51861160491394,-73.58156056457119,1726762577829,1726762894151
de St-Firmin / Fleury,Ahuntsic-Cartierville,45.570624722078364,-73.6517858505249,Fullum / Ste-Catherine,Ville-Marie,45.527137816431285,-73.54804444319598,1726751405644,1726754168242
Garnier / Villeray,Villeray—Saint-Michel—Parc-Extension,45.54948004519436,-73.61605471489383,Métro Jean-Talon (Berri / Jean-Talon),Villeray—Saint-Michel—Parc-Extension,45.53900036432657,-73.6142510175705,1726748287507,1726748768109
Hodge / Laperrière,Saint-Laurent,45.51369983907863,-73.6650772206849,Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault),Saint-Laurent,45.512843286755896,-73.67612421512604,1726754742686,1726756234412
St-Dominique / St-Viateur,Le Plateau-Mont-Royal,45.52655700191558,-73.5982757806778,Square-Victoria (Viger / du Square-Victoria),Ville-Marie,45.50208503935104,-73.56294138360681,1726747718007,1726748502780
Cartier / Masson,Le Plateau-Mont-Royal,45.5380207402854,-73.58352363109587,Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,1726764386513,1726764876820
de l'Esplanade / Villeneuve,Le Plateau-Mont-Royal,45.51943184213857,-73.59095953859651,Bourgeoys / Favard,Le Sud-Ouest,45.47993042065731,-73.55592101812363,1726747211372,1726750184550
Cartier / Masson,Le Plateau-Mont-Royal,45.5380207402854,-73.58352363109587,St-Dominique / Bernard,Le Plateau-Mont-Royal,45.52793332015246,-73.60122251338906,1726760575006,1726761252213
Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51044465753362,-73.5755842924118,St-Nicolas / Place d'Youville,Ville-Marie,45.501966859101564,-73.55515256524086,1724417765276,1724418379040
Irwin / Allard,LaSalle,45.44890342900198,-73.6049048602581,Jogues / Allard,Le Sud-Ouest,45.450020323797766,-73.60030621290207,1724418440402,1724418597543
Montcalm / de Maisonneuve,Ville-Marie,45.519131967116216,-73.55788965214742,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),Mercier - Hochelaga-Maisonneuve,45.554373399819674,-73.55137467384337,1724644780751,1724645841449
26e avenue / Bélanger,Rosemont - La Petite-Patrie,45.56725240529474,-73.58511686325073,Métro St-Michel (Shaughnessy / St-Michel),Villeray—Saint-Michel—Parc-Extension,45.55897660298603,-73.59951764345168,1724608254560,1724608724895
HEC (Decelles / Jean-Brillant),Côte-des-Neiges - Notre-Dame-de-Grâce,45.497722829899764,-73.61925333738327,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513342512307055,-73.57301607728004,1726755350266,1726756376801
Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46659823105616,-73.62334638833998,Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.47302318351006,-73.58503722109162,1726765441844,1726766280930
St-Hubert / de Maisonneuve (nord),Ville-Marie,45.51613214980722,-73.56049686670303,Ontario / Sicard,Mercier - Hochelaga-Maisonneuve,45.55626186680846,-73.53744059801102,1726762207990,1726765164737
20e avenue / de Bellechasse,Rosemont - La Petite-Patrie,45.55992951142522,-73.5767751932144,Fullum / Ontario,Ville-Marie,45.5303174,-73.5548669,1726746038515,1726747320754
de la Côte-Ste-Catherine / Decelles,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50094101588506,-73.62563699483871,de Maisonneuve / Greene,Westmount,45.48697062,-73.58929306,1726748380628,1726749439945
de l'Esplanade / Villeneuve,Le Plateau-Mont-Royal,45.51943184213857,-73.59095953859651,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513342512307055,-73.57301607728004,1726740460228,1726740867634
Dollard / Van Horne,Outremont,45.51887607468706,-73.6161071062088,Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,1726747222398,1726748620712
Alma / de Bellechasse,Rosemont - La Petite-Patrie,45.531034186281765,-73.60352754592896,Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.50629456823703,-73.57282698154448,1726745796261,1726746774710
HEC (Decelles / Jean-Brillant),Côte-des-Neiges - Notre-Dame-de-Grâce,45.497722829899764,-73.61925333738327,Chomedey / de Maisonneuve,Ville-Marie,45.491750449903954,-73.58394473791122,1726759723480,1726760489330
Plymouth / Chem.Eden,Mont-Royal,45.506488823782234,-73.66047888994217,Marmier / St-Denis,Rosemont - La Petite-Patrie,45.53080495407925,-73.59839648008347,1726743802860,1726744941481
Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51044465753362,-73.5755842924118,University / des Pins,Ville-Marie,45.50802525900976,-73.57988489795387,1726759871063,1726760011344
St-Dominique / St-Viateur,Le Plateau-Mont-Royal,45.52655700191558,-73.5982757806778,Fullum / Ste-Catherine,Ville-Marie,45.527137816431285,-73.54804444319598,1726757923649,1726759754558
de Bellechasse / de St-Vallier,Rosemont - La Petite-Patrie,45.53341043363302,-73.60112428665161,St-Dominique / de Bellechasse,Rosemont - La Petite-Patrie,45.52952466565309,-73.60488876700401,1726754746631,1726755615026
